Word,Count
rule-of-law,1
neighbourhood,1
east,3
west_divide,1
rule_of_law_interventions,1
re-evaluating,1
east-west_divide,1
nationalists,1
regional_investment_aid,1
stability,6
of_fdi-led,1
central,2
policy_implementation,3
overload,1
triage,1
varieties,3
enforcement_strategies,1
post-gdpr,1
fsqca,1
data_protection_authorities,1
defensive,1
re-bordering,1
border,4
controls,1
schengen,1
realpolitik,1
gefühlspolitik,1
strategically,1
narrating,1
objects,1
collective_action_clauses,1
sovereign,1
constituency,1
frames,1
political_parties,2
policy-making,6
measure,1
method,1
domain,1
ideational,2
transnationalism,1
redistributive,1
fine,1
adam,2
eve,1
steve,2
homonegativity,1
parasocial,1
public_support,3
surrogacy,1
detectives,1
abuse,2
surveillance,1
voting,3
emu,1
responsibility_attribution,2
champion,1
agenda-responsiveness,1
right-wing_populist_parties,1
maintaining,1
compound,1
polity,2
long,6
decade,2
bordering,1
closures,1
ernst,1
b,3
haas,1
liberal,1
nationalism,1
double-edged,1
formation,4
frugal,1
trading,5
votes,1
mep,1
liberalisation,1
pre-emptive,1
depoliticisation,1
foreign_investment,1
screening,2
remains,1
politicization,3
ratification,1
mixed,2
ceta,1
party_competition,1
economic_nationalism,1
wars,1
industrial_policy,2
eu-us,1
relations,7
reacting,2
dropping,1
bandwagon,1
puzzle,1
mobilisation,1
civil_society,1
contestation,3
cleavage,1
preferential,1
ttip,1
split,1
social-democrats,1
transposition,1
supplementing,1
deterrents,1
subject,2
intense,1
account-holding,1
others,1
timely,1
computational_simulations,1
evaluate,2
institutional_reforms,1
cjeu,1
regimes,4
firms,3
public-service,1
vaccine_hesitancy,1
supports,1
affirmative,1
underrepresented,2
rift,1
contraction,1
detraction,1
of_european_commission,1
battery,1
issue_ownership,1
problem_indicators,1
differentiated_policy_implementation,1
certainty,2
thermostat,1
1980,2
2017,2
elections,1
issue_voting,1
cap,1
exceptionalist,1
arrangement,1
detecting,1
anticipatory,1
asylum_policy,1
italy,2
criminal,2
co-operation,1
uk_employment_policy,1
membership,1
drift,1
differentiated,3
de-europeanisation,2
simultaneously,1
de-europeanising,1
disengaging,1
post-brexit,7
machinery,1
age,4
fiasco,1
dangers,1
muddling,1
omnishambles,1
large,1
direction,2
equality,2
britain,2
masculinised,1
westminster_model,1
editorial,2
announcement,3
overview,1
orbiting,1
withdrawal,1
symptoms,1
factions,1
british_foreign_policy,1
continuity,2
northern_ireland,1
retreat,1
unilateralism,1
muscular_unionism,1
placebo,1
parallel,1
divergent,1
drifting,1
products,1
best,1
paper,2
prize,6
trade-sustainability,1
nexus,2
sustainable_development,1
discourse,2
1993,1
jepp,2
story,1
lot,1
reads,1
unity,1
floor,1
dissent,1
tv,1
debates,3
ep,1
campaigns,2
2019,4
eurovision,1
debate,3
voting_behaviour,1
protecting,1
single,3
reviewer,1
religion,1
alsace-moselle,1
catalonia,1
spain,3
subsidies,1
european_elections,1
challenged,1
politicize,1
jobs,3
fiction,1
identifying,1
avoidance,2
inflating,1
export,1
ireland,5
presence,1
gender-sensitive,1
bind,1
city-level,2
growth_models,1
ideologies,1
foreign,3
preserving,1
old,1
reputation-building,1
talk,2
inputs,1
kind,1
blaming_strategies,1
blame,1
sanctions,1
evidence-based,3
policy_analysis,2
deadlocked,1
discourse_analysis,1
policy_advice,2
manoeuvring,1
transforming,1
real,2
blood,1
sweat,1
cannabis,2
ngos,3
guardians,1
treaties,1
analysing,1
decentralised,2
enforcers,1
eu_law,1
unbind,1
policy-opinion,1
link,2
respecting,1
wellbeing,5
planner,1
unexpected,1
activist,1
central_banks,2
climate-neutral_economy,1
immigrant,1
populist,4
electoral_participation,1
changes,2
sober,1
look,1
securitization,1
tech,1
widening,1
medicines,1
s_legitimacy,1
health_security,1
false,1
promise,2
solutionism,1
business_power,1
epistemic_authority,2
security_governance,1
regulatory_security_state,4
tech-driven,1
spaces,3
cybersecurity,1
enisa,1
struggle,2
constructing,1
expertise,1
back-door,1
security_state,1
positive,2
regulatory_state,1
defence,1
weaponising,1
rule-makers,1
rule-takers,1
ripples,1
returns,2
tracing,2
brazil,2
stakeholder_consultations,1
commission,2
or_legitimacy,1
trust_in_the_european_union,1
backlash,2
argument,1
voter,1
pro,1
coronationalism,1
landmark,1
rulings,1
administrative_traditions,1
origins,1
cakeism,1
think,2
tank,2
repatriating,1
sovereignty,1
tendency,1
network-centred,1
hands,2
deck,1
separate,1
lifeboats,1
spinning,1
web,1
eu_external_relations,1
establishes,1
stronger,1
joint_bodies,1
eu_referendums,1
tying,1
domestic_effects,1
challenge,5
consentification,1
neo-corporatism,1
employers,2
special-interest,1
wage-setting,1
european_central_bank,1
euro,1
devils,1
angels,1
brokers,1
positions,2
misperceptions,1
frustrating,1
negotiations,2
sub-state,1
development_cooperation,1
regions,2
basic,2
vignette_experiment,1
belgium,3
financial_services,1
free_movement_of_people,2
fully,2
recovered,1
suffering,1
protest,1
mobilization,1
pluri-institutional,1
economic_crisis,1
inter-crisis,1
intra-crisis,1
aftermath,1
neofunctionalism,1
crisis-driven,1
generation,1
economic_governance,1
big,1
one-off,1
crisis_management,1
clean,2
ministerial,1
domestic-level,1
dialectic,1
decarbonisation,2
re-examining,1
climate_adaptation,4
lock-in,1
climate_governance,3
obligations,1
emissions,8
european_green_deal,1
mix,1
climate_policy_integration,1
fueling,1
yellow,1
vests,1
elites,1
fuel,4
taxation,1
complexity,4
consensus,2
redistribution,2
topic,1
coverage,2
austria,1
deficit,1
holding,1
transgovernmental_networks,1
account,2
un,3
council,1
speaker-topic,1
shocks,1
quiet,1
cabinet,1
robin,1
hood,1
eu_integration,1
wake,1
domain_of_application_approach,1
gender_gap,2
lost,1
spitzenkandidaten,1
shielding,1
labour,4
income_inequality,2
sides,1
coin,1
comparing,3
party_positions,1
vaas,1
expert,2
manifesto,1
interservice_consultations,1
climate_change_adaptation,7
2007,1
2018,2
catalyst,1
polity-based,1
radical,2
compensating,1
emigration,1
eastern_europe,1
movement,2
material,1
corona,1
plan,1
process-oriented,1
interest_organisations,1
occupy,1
semantic,1
opening,1
language,2
deferred,1
california,3
school,7
heart,1
exhaustion,2
adversity,1
reporting,3
exploratory,2
bystander,1
re-conceptualizing,1
veteran,1
candidate,1
assessments,2
book,2
motivates,1
mindfulness,1
favoritism,1
solution,1
emotionally,1
intelligent,1
experienced,2
training,3
pause,1
panic,1
critical,3
incident,1
procedural,1
yovino,1
v,1
rizo,1
equal_pay_act,1
salary,1
defense,2
choosing,2
career,1
anchors,1
image,1
family-friendly,2
work-life,2
focusing,1
categorization,1
demands-resources,3
jd-r,1
amid,1
instrumental,1
belonging,1
views,1
pay,3
harms,1
compassion,1
fatigue,1
putting,1
humanity,1
disruption,2
enhance,1
welcome,1
entrepreneurs,3
networkers,1
advocates,1
empaths,1
reappraising,1
ideals,1
intent,1
innovate,1
thank,1
renaissance,1
purpose,2
win,1
war,2
talent,1
constitutional,1
options,2
tradition,1
employer,3
propositions,1
interacts,1
locations,1
office,1
blurred,1
clarity,1
sexual,1
harassment,2
supervisory,2
points,1
antecedents,1
systematic,3
battling,1
intersectoral,1
advancement,1
e-road,1
humanist,1
mentoring,2
high,1
ias,1
expected,1
expectation-disconfirmation,1
emotion,1
unionization,1
chain,1
gendered,2
army,1
whistleblowing,1
offices,1
bullying,1
consequence,1
leader-employee,1
verbal,1
transactional,1
distributed,1
randomized,3
affective,1
health-impairment,1
change-oriented,1
citizenship,3
two-wave,1
moderated,1
mediation,1
ecosystem-based,2
stem,1
smallholder,1
farmers,2
rescue,1
past,1
land-based,1
carbon,17
offsets,2
failure,1
exemplified,1
north,2
sea,1
island,1
alignment,1
goals,5
spatially,2
unbalanced,1
electricity,1
datacentres,1
land,1
emission,4
expectations,1
los,1
angeles,1
100,1
renewable_energy,2
transition,2
implementing,2
energy_transition,3
jersey,2
residential,1
solar,3
universities,1
adopt,1
remaining,1
budget,1
proposed,1
carbon_removal_obligation,1
schemes,1
agricultural,3
reduction,3
targets,1
bottom-up,1
stakeholder-based,1
modelling,1
argentina,1
policy_landscape,1
carbon_pricing,4
green_bonds,2
contributing,1
low-carbon,5
possible,1
green-technology,1
tracking,1
livestock,1
keeper,1
price,3
floors,1
carbon_emissions,3
influential,2
2009,1
geopolitics,1
green_climate_fund,2
climate_finance,2
climate_policy-making,1
junctures,1
decarbonization,3
sensitive,1
divest,1
investors,1
fossil,1
phase-out,1
anchoring,1
acts,1
streams,2
act,2
subsidized,1
insurance,8
pastoral_regions,1
ghg,2
inventory,1
developing_countries,2
progress,1
carbon_border_adjustment_mechanism,1
latest,1
developments,1
decarbonizing,2
contending,1
industries,2
cbam,1
negotiation,1
agendas,2
1995,1
technologies,2
missing,2
believes,1
unfccc,2
determined,2
2015,1
paris_agreement,3
communications,1
developing_country_parties,1
adjustment,1
mechanism,1
brazilian,1
intensive,1
ad,1
hominem,1
misinformation,1
taxes,3
benefit,4
multilateral,1
agreement,3
threshold,1
dioxide,2
intensity,1
democracy-climate,1
correlations,1
co-benefits,1
regionally-differentiated,1
south_asia,1
optimal_carbon_taxation,1
frontrunner,1
coordinating,1
eu_ets,1
addressing,3
leakage,1
carbon_tax,1
economies,3
cge,1
côte,1
ivoire,1
variations,2
mid-century,1
net_zero,3
temperature,1
neutrality,1
methane,1
priorities,2
short-lived,1
pollutant,2
mitigation,4
scoping_review,1
content_analysis,1
climate-resilient_agriculture,1
food_security,1
coastal,3
bangladesh,2
affecting,1
mainstreaming,1
methane_regulations,1
british_columbia,1
canada,4
lakes,1
polycrisis,1
opportunities,3
transformations,1
homeowner,1
turning,1
light,1
criteria,1
determining,1
sequencing,1
phasing,2
extraction,1
just_transition,3
investor-state,1
dispute,1
settlement,1
obstructing,1
just_energy_transition,1
anti-fossil,1
norms,1
republic,1
left,2
producers,1
warming,1
oil_and_gas,2
investor,1
phase_out,1
aligning,1
valuation,1
methods,3
just_transitions,1
paradoxes,1
controversies,1
climate-related_risks,1
listed,1
compact,1
canadian,1
members,2
ambition,2
respective,1
emissions_targets,1
carbon_neutrality,3
corporate_carbon_intensity,1
mission,1
emissions_reduction,1
glasgow,1
interactions,2
sub-national,1
mixes,1
multinationals,1
low-carbon_urban_experiments,1
reality,1
2005,3
carbon-intensive,1
conventional,1
cars,1
getting,1
mediterranean,1
middle,1
retraction,1
pushing,2
public_acceptance,2
disruptive,2
packages,2
climate_shaming,1
targeting,3
allowance,3
discrete,1
choice_experiment,1
meaning-making,1
supporting,1
polarized,1
partisan,2
retracted,1
article,1
pending,1
ongoing,2
biodiversity,3
loss,1
supervisors,1
triple,1
synergies,2
trade-offs,1
human_wellbeing,1
climate-related,1
prudential_regulation,1
sustainable_and_responsible_investment,1
agricultural_insurance,1
climate_risk,2
nigeria,2
flow,1
estimates,1
climate-vulnerable_developing_countries,1
kunming-montreal,1
global_biodiversity_framework,1
milestones,1
frameworks,1
safeguards,1
climate_risks,1
foreign_direct_investment,1
inflows,1
age-based,1
household,1
carbon_footprint,1
systematizing,1
variety,1
coal_power,1
vulnerability_assessment,1
key,1
capacity-building,1
disaster_insurance,1
risks,2
populations,3
fund_markets,1
climate-friendly,1
farm,1
dietary,1
fork,1
left-right,1
spectrum,1
eu-wide,1
irish_agriculture,1
minimize,1
optimization,1
semi-arid,1
pact,1
increasing,1
investments,1
consolidating,1
bargains,1
public_investment,1
climate_regulation,1
asia,3
conditional_cash_transfers,2
rebuilding,1
rural,2
herder,1
polluter,1
pays,1
carbon_capture,1
digitalization,1
energy_demand,1
scenarios,2
technical,1
football,1
know,4
needed,1
evidence-informed,1
ocean-based,1
removal,1
greenhouse,1
zero-carbon,1
road_transport,1
saudi_arabia,1
circular,1
significant,1
forest,1
russia,1
learned,1
finland,1
post-2030,1
thailand,1
urbanization,1
sponge_city,1
initiative,2
blue,2
prospects,1
peatlands,1
peru,1
foreign_climate_policy,1
sustainable_finance,1
indonesia,2
quantifying,1
stranded_assets,1
coal-fired,2
bilateral,1
stranded_asset_risk,1
coal,1
window,3
monetary_policy,2
guidance,1
sustainable,1
lending,1
s_bank_of_china,1
polluting,1
abroad,1
differential,1
sun,1
off-grid,1
shs,1
programme,1
shareholders,1
wasted,1
ambitions,1
still,2
plants,1
private_investment,1
avenues,1
jpam,3
doctoral,1
dissertation,1
listing,1
newcomer,1
learners,1
jason,1
furman,1
blocks,1
starting,2
blueprint,1
head,1
get,1
star,1
added,1
arwin,1
buuren,1
jenny,1
lewis,1
guy,1
peters,1
imprint,1
bristol,8
gateway,1
registration,1
experiencing,1
homelessness,3
signals,1
point,3
counterpoint,4
helping,1
boys,2
men,1
diane,1
w,1
schanzenbach,1
help,1
harm,3
minding,1
salaries,1
brief,1
child,4
areas,1
infant,1
havens,1
monthly,2
unconditional,1
supplements,1
birth,2
mothers,2
children,3
incomes,1
plastic,1
pollution,1
trends,2
gerry,1
nagtzaam,1
geert,1
calster,1
kourabas,1
elena,1
karataeva,1
parental,1
households,1
works,2
food,5
stamp,1
christopher,1
busso,1
oakland,1
ca,1
notes,2
award,2
given,2
vernon,2
volume,6
42,1
minimum,3
childcare,2
bans,1
gasoline,2
prices,1
allowing,1
consumers,1
pump,1
hours,1
schedules,1
public_perceptions,1
subsidy,2
drinking,1
contaminant,1
concentrations,1
birth_outcomes,1
trenches,1
jean,1
reith,1
schroedel,1
pennsylvania,2
generosity,1
hardship,3
wealth,1
college,4
tolerate,1
moderate,1
bear,1
achieve,2
mandate,2
tight,1
essential,1
disparities,1
purview,1
fed,1
dual,1
loose,1
onset,1
earnings,1
fall,1
alice,1
rivlin,3
sheri,1
allan,1
brookings,1
institution,1
term,2
scholarships,1
cambodia,1
toxic,1
ivory,1
towers,1
faculty,1
ruth,1
enid,1
zambrana,1
rutgers,1
310,1
40,1
978-0813592978,1
transfers,2
contents,1
sports,1
stadiums,1
forecasts,1
roe,1
increased,1
travel,1
distance,1
abortions,1
births,1
suicide,1
quasi,1
2021,5
refundable,1
visitation,1
recidivism,1
nongovernmental,1
enhances,1
nationwide,1
controlled,3
trial,2
detection,1
harmful,1
bmi,1
reported,1
adolescent,1
evictions,1
psychiatric,1
column,1
yes,1
details,2
researchers,1
cautious,1
generalizing,1
let,1
perfect,1
affordable,1
heterogeneous,1
preexisting,1
harnessing,1
profit,1
max,1
hannah,1
hesselgreaves,1
rob,1
wilson,1
melissa,1
hawkins,1
lowe,1
smoking,2
royal,1
physicians,1
nurse,1
scope,1
patient,1
medical,2
malpractice,1
payouts,1
adverse,1
messages,2
incarceration,1
non,2
monetary,2
obstacles,2
postpartum,1
contraceptives,1
thin,1
seeking,1
sanctuary,1
undocumented,1
immigrants,3
poverty,3
matthew,1
desmond,1
ny,2
crown,1
304,1
28,2
hardcover,3
9780593239919,1
supply,1
unrealized,1
hiring,1
hannele,1
väyrynen,1
nina,1
helander,1
harri,1
jalonen,1
210,1
104,1
170,1
9781032137414,1
body,1
worn,1
cameras,1
and_police,1
actions,1
e,2
cigarette,1
pre,1
pregnancy,1
prenatal,1
celeste,1
murphy,1
greene,1
articles,1
concluding,1
remarks,1
equitable,2
sciences,3
presidential,1
reflections,1
modeling,1
centered,1
lived,1
considerations,1
disaggregated,2
embedding,1
collecting,1
philosophy,1
driven,2
andrew,1
walton,1
william,1
abel,1
kahn,1
tom,1
parr,1
classroom,1
cathy,1
davidson,1
christina,1
katopodis,1
harvard,1
35,1
announcements,1
appam,1
gamble,1
shanti,1
gamper,1
rabindran,1
529,1
41,1
worried,1
rising,1
transfer,3
pathway,1
baccalaureate,1
associate,1
degree,1
charitable,1
fundraising,1
nhs,5
1948,2
social_europe,3
multi,1
level_governance,1
welfare_states,4
meant,1
predictability,1
selected,1
side,1
revealing,2
welfare_euroscepticism,1
focus,1
discussions,1
pillar,1
shaped,1
flagship,1
gaps,1
labour_market,4
clegg,1
niccolo,1
durazzi,1
intermediate,1
centre,1
periphery,1
national_health_service,2
juncture,1
historical,1
legacies,1
collier,1
munck,1
rowman,1
little,1
inc,1
cohesion_policy,1
companion,1
western,1
natalia,1
ribas,1
mateos,1
saskia,1
sassen,1
1,6
80220,1
125,1
3,1
licence,1
digitally,1
family_policy,3
intervention,1
parents,1
negotiating,1
experiential,1
wonderful,1
counterfactual,1
excluded,1
exempted,1
dialogue,1
players,1
redefine,1
means,1
digital_government,1
hollow,1
essence,1
level_bureaucracy,1
curtailment,1
continuation,1
participatory_methods,1
guido,1
giarelli,1
mike,1
saks,1
2024,1
130,4
9780367689599,1
ask,1
pliers,1
investigation,1
commissions,1
wing,1
majoritarian,1
redistribute,1
unlicensed,1
care_homes,1
trap,1
exist,1
scheme,2
functions,1
reflected,1
distribution,1
financial_support_for_parents,1
order,1
consolidations,1
disability,3
natural_disaster,1
odds,1
path,1
shift,1
via,1
universal,2
association,1
couples,1
unpaid_care_work,1
discursive,2
delineation,1
zambia,3
cash,2
somalia,1
regionalism,1
union,1
mark,1
simpson,1
bloomsbury,1
hart,1
conservative,2
ethnic,2
lgtbq,1
intersectionality,2
inhospitable,1
julian,1
garritzmann,2
silja,1
häusermann,2
bruno,1
palier,2
64,1
9780197601457,1
knowledge_economy,3
active,2
severe,2
mental_health,1
robots,1
stealing,1
k,1
maronitis,1
pencheva,1
alienation,1
platform_economy,1
amazon,1
organisation,1
sarrah,1
kassem,1
85,2
hbk,3
9781529226546,1
organised_labour,1
pension,1
ghana,2
malawi,2
conditionality,2
universal_credit,3
kate,1
anderson,1
connection,1
behaviours,1
desires,1
alternatives,1
knows,1
relate,1
civic,1
desjardins,1
susan,1
wiksten,1
provisioning,1
activation,1
2010,1
21,1
agility,1
reception,1
wrocław,1
african,1
welfare_regime,1
botswana,1
mobile,1
immigrant_social_rights,1
contingencies,1
retractions,1
show,1
trying,1
punishments,1
welsh,1
conditionalities,1
parenting,1
ivana,1
dobrotić,1
sonja,1
blum,1
alison,1
koslowski,1
empowering,1
islamic,1
abdelrahman,1
elzahi,1
saaid,1
ali,1
switzerland,1
pbk,3
9783031009259,1
clare,1
bambra,1
julia,1
lynch,1
katherine,1
smith,1
1447361237,1
ramesh,1
azad,1
bali,1
carer_tasks,1
predict,1
carer,1
adult,1
carers,1
75,2
many,2
unhappy,1
standing,1
indonesian,1
cct,1
pkh,1
obligatory,1
securing,1
unemployment_benefits,1
social_policy,2
adaptations,1
czechia,1
slovakia,1
childhood,1
expansions,1
chronic_conditions,1
adulthood,1
whatever,1
happened,1
abandonment,1
savings,1
probably,1
assessed,1
participant,1
individualised,1
electoral_violence,1
nakuru,1
kenya,1
feedback_effects,1
follow,2
norwegian,2
sequential,1
youth,1
cheap,1
device,1
gruyter,2
bent,1
greve,1
berlin,1
105,1
30,1
9783110721249,1
political_representation,1
reshaping,1
donor,2
designed,1
lesotho,1
living,1
elected_politicians,1
led,1
feeling,1
insecure,1
excluding,1
welfare_chauvinism,1
rollout,1
scottish,1
partisan_politics,1
pension_privatisation,1
crossroads,1
choose,1
patients,1
justification,1
disengaged,1
choice_of_primary_care_provider,1
refugee,1
billings,1
abingdon,1
9780367480417,1
skill,1
giuliano,1
bonoli,1
patrick,1
emmenegger,1
9780192866257,1
feeds,1
governmental_cash_transfers,1
political_economy,3
social_contract,1
jonathan,1
wistow,1
24,1
1447352617,1
sanctioning,1
welfare_conditionality,1
uruguay,3
modern,1
functional,1
constrained,2
optional,1
familism,1
educational,1
divides,1
social_investment,1
public_debt_sustainability,1
distributive_politics,1
redress,1
stephen,1
winter,1
9781009082662,1
online,1
9781316514160,1
223,1
ball,1
idea,1
became,1
9781032269719,1
lived_experience,1
disability_services,1
culture,1
skills,1
dualisation,1
active_labour_market_policy,1
complementarities,1
reinforcement,1
substitution,1
jesse,1
hajer,1
john,1
loxley,1
gain,1
toronto,3
4875,4
0328,1
4,1
cloth,1
2691,1
7,1
1762,1
epub,1
1761,1
8,1
pdf,1
maturing,1
erratum,1
paul,1
spicker,1
162pp,1
27,1
lenses,1
population,1
aging,1
provinces,1
patrik,1
marier,1
368,1
44,1
semi-automated,1
policy-relevant,1
natural_language_processing,1
graph,1
environmental_identity,1
salience,1
moderated-mediation,1
nudging,1
polarization,1
abortion,1
belief,1
usual,1
coalitions,1
multi-system,1
hydrogen,1
wait,1
prioritization,1
acf,1
failed,2
attempts,1
decriminalization,1
2003,1
multi-stakeholder,1
punctuations,1
super-trends,1
consultancy,1
environmental_governance,1
health_system_reform,1
path-dependency,1
eternal,1
networking,1
attenuated,1
memorable,1
narratives,2
deepening,1
conversation,1
pursuit,1
fatalism,1
inflation_reduction_act,1
wildfire,1
scientists,2
soft,1
underbelly,1
frequently,1
overlooked,2
non-technical,1
boundary-crossing,1
ministries,1
weak,1
favor,1
resident,1
terrorist,1
operationalizing,1
lasswell,3
call,1
clarification,1
an_equity-based,1
enlightenment,1
mere,1
dressing,1
bulgaria,1
policy-makers,1
note,2
56,1
low-fidelity,1
within-design,1
feedback,1
media_actors,1
jab,2
vaccination,2
could,1
interaction,1
mobilising,1
resist,1
dismantling,1
jair,1
bolsonaro,1
multiple_streams_framework,1
foes,1
become,1
allies,1
shifting,1
climate_politics,1
finding,1
distinguishing,1
agenda-setting,1
nascent,1
subsystems,1
instrument,1
venues,1
parliament,1
right-wing,1
26,1
dilemmas,1
rewards,1
conducting,1
photographic,1
seekers,1
enough,1
symposium,1
federalising,1
nepal,1
narrator,1
chile,1
detached,1
consultations,1
following,1
neighbors,1
geographic,1
proximity,1
climbing,1
ladder,1
intrusiveness,1
faces,1
advice,1
resonates,1
variability,1
sectoral,2
scholarship,1
calibrations,1
excellence-centers,1
information_search,1
ecuador,1
guatemala,1
stage,1
55,1
policy_integration,1
perceive,1
insiderness,1
causality,1
reverse,1
engineering,1
game,1
specialization,1
arena,1
swiss,1
diaspora,1
cameroon,1
